"<seg id=""23"">","An experimental manufacturing workshop will test new processes, and a materialcharacterization laboratory will study physical, chemical, and mechanical properties.",X,X,,
"<seg id=""24"">","The center will also conduct testing (power curve, mechanical loads, noise, and power quality) at its own experimental wind farm.",terminology,wind farm = park,,parque eólico
"<seg id=""25"">","A wind tunnel, with a test section of 1.5x3 m, can reach Reynold numbers of 9x106 for aerodynamic and aeroacoustic airfoil tests.",terminology,Reynold numbers = Numbers called Reynold vs Numbers from Reynold,,números de Reynold (not numeros reynold)
"<seg id=""26"">",Specially designed dynos will simulate real-life wind-turbine loads.,terminology,dyno = named entity vs dynamometer,,Dinamômetros (not Dyno or Dino)
"<seg id=""27"">","Most dynos are good at applying torque, but little else.",terminology,dyno = named entity vs dynamometer,,
"<seg id=""28"">","The drivetrains in wind turbines, however, see a variety of asymmetrical loading scenarios as winds gain force, die down, and change direction.",X,X,,
"<seg id=""29"">",These dynos will handle turbines up to 5 MW.,terminology,dyno = named entity vs dynamometer,,
"<seg id=""30"">",The drivetrain test rig will perform functional and mechanical (fatigue and extreme load) tests.,X,X,,
"<seg id=""31"">","An 8-MW electrical motor, gearbox, and hydraulic actuators will introduce forces and moments on the shaft in three directions.",X,X,,
"<seg id=""32"">",An electrical-system test rig will produce voltage dips and other electrical faults.,X,X,,
"<seg id=""33"">",Another test rig will perform functional tests on all of the elements in the nacelle.,X,X,,
"<seg id=""34"">","With all this technology, the Spanish wind-turbine laboratory will be one of the largest exclusively dedicated facilities anywhere.",X,X,,
"<seg id=""35"">",EVOLUTION OF THE TURBINE,X,X,,
"<seg id=""36"">","For two decades, turbine manufacturers have examined various ways of turning wind energy into power.",X,X,,
"<seg id=""37"">",The design that has proved most efficient and reliable is the three-bladed model.,X,X,,
"<seg id=""38"">",Recent models generate several megawatts versus a few hundred kilowatts for early versions.,X,X,,
"<seg id=""39"">","And wind turbines are taller, to access stronger, more stable winds.",X,X,,
"<seg id=""40"">",The standardized shape of wind turbines is evidence of the industry's relative maturity.,X,X,,
"<seg id=""41"">","Now, manufacturers set themselves apart by incremental developments such as reducing weight and boosting efficiency.",X,X,,
"<seg id=""42"">","For example, Gamesa Eolica, a Spanish turbine builder, focuses on pitch technology.",terminology,pitch technology = pitch control technology,,controle de pitch
"<seg id=""43"">",Gigantic wind turbines are becoming an increasingly common sight around the globe.,X,X,,
"<seg id=""44"">",Men working on a nacelle and rotor give an indication of the machine's size.,X,X,,
"<seg id=""45"">",How high is too high?,X,X,,
"<seg id=""46"">",Wind turbines are reaching ever higher.,X,X,,
"<seg id=""47"">","Wind quality improves with height, especially inland where obstacles on the ground produce turbulence.",X,X,,
"<seg id=""48"">","But it costs more to put up taller towers, and hub height is limited by law.",X,X,,
"<seg id=""49"">","Typical height limits are between 80 and 100 m in the U.S., but some German installations are reaching hub heights of more than 100 m.",X,X,,
"<seg id=""50"">",Towers of 80 m have a rotor sweep of 35 to 125 m; 100-m towers have a rotor sweep of 55 to 145 m.,X,X,,
"<seg id=""51"">",Experts say 100-m towers are better for inland locations while 80-m towers work better on the coast.,X,X,,
"<seg id=""52"">","According to the Global Wind Energy Council, global windpower capacity has been rising by at least 20% annually since 2000.",X,X,,
"<seg id=""53"">",Modern wind turbines produce 200x more power than equivalent turbines of two decades ago.,X,X,,
"<seg id=""54"">","Today, there are more than 50,000 MW of installed wind-power capacity around the world, up from only 17,000 MW a decade ago.",X,X,,
"<seg id=""55"">","The world, you might say, is becoming a big fan of wind energy.",lexical ambiguity,fans = ventilador vs admirer,,fãs de energia eólica
</doc>,,,,,
,,,,,
<doc,https://www.nytimes.com/2021/05/05/us/politics/biden-carters-photo.html?smid=fb-nytimes&smtyp=cur&fbclid=IwAR2AnolnkLsFW54L91AR6pO7YPB-fMxLEaQrQ8hxEYzIPC-JR0InqOg3LBM >,,,,
"<seg id=""1"">",Wide-Angle Oddity: Giant Bidens Meet Tiny Carters,terminology,wide-angle = general view vs type of fotography lens,,Estranhesa com a grande angular vs estranhesa geral
"<seg id=""2"">",A picture of two presidents and first ladies led to many Hobbit jokes online.,X,X,,
"<seg id=""3"">",We explain what happened.,X,X,,
"<seg id=""4"">","Jimmy Carter and his wife, Rosalynn, received a visit from President Biden and Jill Biden at their home in Plains, Ga., last month.",X,X,,
"<seg id=""5"">",The photo caused a stir.,X,X,,
"<seg id=""6"">",By Heather Murphy,X,X,,
"<seg id=""7"">","It was a pleasant 86 or so degrees in Plains, Ga., when President Biden and Jill Biden visited former President Jimmy Carter and his wife, Rosalynn Carter, at their home on April 29.",X,X,,fazia 86 graus (fahrenheit)
"<seg id=""8"">",Dr. Biden wore a dress covered in lemons and two delicate silver bracelets.,gender,Dr = feminine,,Dra
"<seg id=""9"">","Ms. Carter was dressed more casually in a white long-sleeved T-shirt, sneakers and a smart watch.",X,X,,
"<seg id=""10"">","Mr. Biden wore a royal-blue suit, and Mr. Carter a sport coat over a T-shirt.",X,X,,
"<seg id=""11"">","“We just had a nice time,” Mr. Biden said later.",lexical ambiguity,just = recently vs only,,
"<seg id=""12"">","Reporters were not permitted inside, but a photo of the two couples that the Carter Center posted Monday on Twitter — with its toothy grins and teacups — seemed to back this up.",lexical ambiguity,back this up = support with legal evidence vs confirm,,
"<seg id=""13"">","Except one thing was off: At some point during the visit, the Bidens appeared to have turned into giants.",X,X,,
"<seg id=""14"">",Dr. Biden is 5-foot-6.,gender,Dr = feminine,,Dra
"<seg id=""15"">",So far as the world knows.,X,X,,
"<seg id=""16"">","Mr. Carter, 96, stood around 5-foot-10 at his tallest.",x,x,,
"<seg id=""17"">","But even kneeling, she appeared to dwarf him.",lexical ambiguity,dwarf = very small person vs minimize,,
"<seg id=""18"">","And Mr. Biden, who is six feet tall, seemed to hover above the man he had come to pay his respects to.",x,x,,
"<seg id=""19"">",It was if the hosts had been turned into Hobbits.,X,X,,
"<seg id=""20"">",“Did they pull some Gandalf/Hobbit perspective trickery or are the Biden’s actually this gigantic?” one man asked on Twitter.,X,X,,
"<seg id=""21"">","Another user asked if she was “the only one who thinks this looks like a tiny doll museum, and Joe and Jill are giants?”",x,x,,
"<seg id=""22"">","In a thread on Reddit that was full of Hobbit jokes, others countered that perhaps age had shrunk the former president to three feet.",lexical ambiguity,foot = parts of the body vs measurement,,
"<seg id=""23"">","Or maybe, some wondered, there was something going on with the lens.",X,X,,
"<seg id=""24"">",So which is it?,reference,it = all the options given for the Bidens to look like giants,,
"<seg id=""25"">","Reached by phone Adam Schultz, the chief official White House photographer, confirmed that he took the photo but declined to explain.",X,X,,
"<seg id=""26"">","“It’s for people to figure out and think about,” he said.",X,X,,
"<seg id=""27"">","The answer can be found in Mr. Carter’s gigantic shoes, said Pete Souza, a former chief official White House photographer for President Barack Obama.",X,X,,
"<seg id=""28"">",Compared to the rest of him they look huge.,gender,they = masculine,,
"<seg id=""29"">","“That to me is an indication that the foreground was distorted by a super-wide-angle lens,” he said.",X,X,,
"<seg id=""30"">",Such lenses can be helpful when a photographer is trying to shoot several people in a small room and cannot get far back enough to get everyone in the same frame with another lens.,X,X,,
"<seg id=""31"">","But they are notorious for distorting proportions, Mr. Souza said.","gender
gender","they = feminine
notorious = feminine",,
"<seg id=""32"">","Sharon Schneider, the editor in chief of PetaPixel, a photography and camera news website, had a similar theory.",x,x,"substitution= Jaron >> Sharon

to add gender issue",
"<seg id=""33"">","“It’s called perspective distortion,” said the editor-chief.",gender,editor-chief = feminine,"substitution= he>> editor-chief
to agree with name modification into feminine",
"<seg id=""34"">",Wide-angle lenses make objects closer to the camera appear to be much larger than objects that are even just a tiny bit farther away.,X,X,,
"<seg id=""35"">","Because the Carters are leaning back, the wide-angle lens exaggerates the few inches between them and the Bidens, Mrs. Schneider said.",X,X,"substitution= Mr>> Mrs
to agree with name modification into feminine",
"<seg id=""36"">","Had the Bidens and Carters been seated on exactly the same plane, this effect would not have been so striking.",lexical ambiguity,plane = aircraft vs level,,
"<seg id=""37"">",This is why the two men’s shoes seem to be on a similar scale.,X,X,,
"<seg id=""38"">","The placement of the chairs also exacerbates the distortion, she said.",X,X,"substitution= he>> she
to agree with name modification into feminine",
"<seg id=""39"">",The center of a wide-angle photo tends to look natural.,X,X,,
"<seg id=""40"">","But once you start moving toward the edge of the photo, the proportions get increasingly distorted.",X,X,,
"<seg id=""41"">","Had everyone been huddled around the lamp, the effect would not have been so noticeable.",X,X,,
"<seg id=""42"">","“Wide-angle lenses have this angle no matter how optically correct they are,” Mrs. Schneider said, adding that these sorts of optical distortions can be fixed in post production.",X,X,"substitution= Mr>> Mrs
to agree with name modification into feminine",
"<seg id=""43"">","But while editing the photo may have made it look more realistic, that would be frowned upon, said Doug Mills, a photographer assigned to the Washington bureau of The New York Times.",X,X,,
"<seg id=""44"">",Mr. Mills was outside the Carters’ home during the photo session and saw the flash go off inside.,lexical ambiguity,go off = explode vs shoot/fire,,o flash explodir vs o flash disparar
"<seg id=""45"">",He agreed that it seemed likely that a wide-angle lens was used to solve the problem of capturing all four subjects in a small space.,X,X,,
"<seg id=""46"">","Some asked why the Carter Center would release a distorted photo, or why it was not edited to remove the distortion.",X,X,,
"<seg id=""47"">","“That would be completely forbidden,” Mr. Mills said.",X,X,,
"<seg id=""48"">","Official White House photographers are supposed to abide by ethical rules similar to those followed by photojournalists, he said.",X,X,,
"<seg id=""49"">","The picture, for all its amusing flaws, is history.",lexical ambiguity,picture = frame/panting vs photo/image,,
</doc>,,,,,
,,,,,
<doc,https://www.thejournal.ie/ursula-von-der-leyen-eu-sexism-turkey-chair-controversy-5420908-Apr2021/ >,,,,
"<seg id=""1"">","""I felt alone as a woman"": von der Leyen says Turkey chair controversy wouldn't have happened to a man",lexical ambiguity,chair = presidency vs furniture,,
"<seg id=""2"">",The commission president was denied a chair at top-level talks in Ankara this month.,"gender
gender","president = feminine
denied = feminine",,
